"Case Name","Case Number","Case Type",City,"Date Closed","Date Filed","Employees on charge/petition","Reason Closed",Region,State,Status,Union,"Unit Sought",Voters
"University of Pennsylvania Museum of Archaeology and Anthropology",04-RC-277865,R,Philadelphia,,05/28/2021,79,,"Region 04, Philadelphia, Pennsylvania",PA,Open,,"Included: All full-time and regular part-time professional and nonprofessional employees employed by the University of Pennsylvania Museum of Archaeology and Anthropology.  Excluded:  All other employees already represented by other labor organizations, employees who are employed by third party contractors; managerial employees, guards and supervisors as defined in the Act.",
"SOUTHERN GLAZER'S WINE AND SPIRITS",16-RC-277436,R,"SAN ANTONIO",,05/20/2021,31,,"Region 16, Fort Worth, Texas",TX,Open,,"Included: Delivery Drivers

Excluded: Owners, Managers, Salesmen, Office personnel, Guards, Warehouse employees",
"Kandor Manufacturing, Inc.",12-RC-277990,R,Arecibo,,06/01/2021,190,,"Region 12, Tampa, Florida",PR,Open,,"Included:  Sewers/Operators, Cutters and Company Maintenance.  Excluded:  Managers, Supervisors, Secretaries, Security and all others as defined in the Act.",
"Alsco, Inc.",15-RC-276920,R,Pensacola,,05/11/2021,12,,"Region 15, New Orleans, Louisiana",FL,Open,,"Included: Route Sales Drivers, Tractor Trailer and Helpers Excluded: Managers, Supervisors and Guards as defined by the Act",
"Cushman Wakefield U.S. Inc.",05-RC-278074,R,Washington,,06/04/2021,3,,"Region 05, Baltimore, Maryland",DC,Open,,"Included: All Fulltime and regular part-time employees employed by the employer and engaged in facilities Maintenance at 950 L'Enfant Plaza, SW, Washington, DC. Excluded: All clerical employees, all managerial employees, all confidential employees, all professional employees , all guards and supervisors as defined by the act.",
"Disability Rights Oregon",19-UC-276666,R,Portland,,05/05/2021,9,,"Region 19, Seattle, Washington",OR,Open,,"Present Unit:

Included: All full-time and regular part-time professional and non-professional employees, including Attorneys, Intake Advocates, Coordinators, Advocates, Analysts, Administrative Assistants, and Communications Specialists, employed by the Employer at its office in Portland, Oregon.

Excluded: All other employees, confidential employees, and guards and supervisors as defined by the NLRA.

Proposed Unit:

Included: All full-time and regular part-time professional and non-professional employees, including Attorneys, Intake Advocates, Coordinators, Advocates, Analysts, and Administrative Assistants, employed by the Employer at its office in Portland, Oregon.

Excluded: All other employees, confidential employees, and guards and supervisors as defined by the NLRA. Communication Specialists are excluded from the proposed unit because they qualify as confidential and/or managerial under the NLRA and relevant case law.",
"Range Generation Next, LLC (RGNext)",12-RD-277485,R,"Cocoa Beach",,05/20/2021,12,,"Region 12, Tampa, Florida",FL,Open,,"INCLUDED:  All full time and regular part time Systems Analyst, Systems Analysts Senior, Systems Analysts Principal, Systems Administrators Professional, and Systems Administrators Senior in the Operations and Maintenance Range Safety Dept. employed by RG Next at Cape Canaveral SFS.

EXCLUDED:  All office clerical employees, professional employees, administrative employees, guards and supervisors as defined in the Act and all units with a Collective Bargaining Agreement (CBA).",
ACB,22-RD-277666,R,Montclair,,05/26/2021,10,,"Region 22, Newark, New Jersey",NJ,Open,,"Included:  Montclair School District 22 Valley Road, Montclair, NJ 07042

Excluded: All other Employees",
"HNS Management Company d/b/a CT Transit",01-RC-277064,R,Hartford,,05/13/2021,4,,"Region 01, Boston, Massachusetts",CT,Open,,"Included: 
All full-time and regular part-time fare inspectors. 

Excluded: 
All other employees, office clerical employees, guards, professional employees and supervisors as defined in the Act.",
"FRITO-LAY INC.",16-RD-277034,R,"EAGLE PASS",,05/13/2021,16,,"Region 16, Fort Worth, Texas",TX,Open,,"Included: All full-time and regular part-time route sales employees and merchandisers at the Employer's Eagle Pass and Del Rio, TX locations.

Excluded: All other employees including managers, guards, and supervisors as define by the Act.",16
"Community Hospital of San Bernardino",31-RC-277685,R,"San Bernardino",,05/26/2021,6,,"Region 31, Los Angeles, California",CA,Open,,"INCLUDED:  All Community Liaison LVNs and all Community Liaison RNs.

EXCLUDED:  All other classifications, including but not limited to guards, managers, confidential employees and supervisors as defined by the Act.",
"Detroit Salt Company, L.C.",07-RC-277029,R,Detroit,,05/12/2021,64,,"Region 07, Detroit, Michigan",MI,Open,,"Included:  All Full-Time and Regular Part-Time Production and Maintenance Employees and Plant Clerical Employees; including Electricians, Mechanics, Hoist Operators, Mill Loader Operators, Mine Operators, Purchasing Managers, Rail Operators, Rail Operator/Purchasing Assistant, Purchasing Manager, Shipping and Receiving Employees, Co-Captains, Captains, and Scale House Operators.

Excluded: Office Clerical Employees, Guards and Supervisors as defined in the Act.",
"Golden SVCS, LLC",08-RC-277762,R,Cleveland,,05/27/2021,45,,"Region 08, Cleveland, Ohio",OH,Open,,"Included: All full-time and part-time Security Officers employed by the Employer at the NASA Glenn Research Center/Lewis Field Excluded: All clerical employees, professional employees, and supervisors as defined under the Act.",
"Keurig Dr. Pepper",06-RC-277929,R,"Cranberry Township",,06/01/2021,3,,"Region 06, Pittsburgh, Pennsylvania",PA,Open,,"Included: Mechanics
Excluded: All supervisory employees",
"Directv LLC d/b/a AT&T Directv Sports Operations",31-RD-277602,R,"Culver City",,05/24/2021,19,,"Region 31, Los Angeles, California",CA,Open,,"INCLUDED:  All full time and regular part-time Specialist Video OPS employed by the Employer in Culver City, CA.

EXCLUDED:  All other employees and Supervisors as defined by the Act.",
"South Jersey Medical Transportation LLC",04-RD-277866,R,Salem,,05/28/2021,25,,"Region 04, Philadelphia, Pennsylvania",NJ,Open,,"Included:  All full-time and regular part-time Emergency Medical Technicians and Mobility Assistance Technicians.

Excluded:  All other employees, office-clerical employees, guards and supervisors as defined in the Act.",
"Santa Fe T, LLC d/b/a Toyota of Santa Fe",28-RC-278096,R,"Santa Fe",,06/03/2021,25,,"Region 28, Phoenix, Arizona",NM,Open,,"INCLUDED:  All full-time and regular part-time new and used car sales associates

EXCLUDED:  All other employees, clerical employees, guards, managers and supervisors",
"Atlanta Gas Light Company",10-RC-277931,R,Atlanta,,06/02/2021,9,,"Region 10, Atlanta, Georgia",GA,Open,,"Included: Fleet Mechanic, I, II & III and Fleet Mechanic Specialists 

Excluded: All Clerical, office employees, security guards, janitorial, grounds keeping and supervisory personnel as defined by the NLRA.",
"Archer-Daniels-Midland Company d/b/a ADM Animal Nutrition",14-RC-277226,R,Quincy,,05/17/2021,39,,"Region 14, Saint Louis, Missouri",IL,Open,,"All full-time and regular part-time production and maintenance employees including shipping and receiving employees, but EXCLUDING all other employees, temporary employees, office clerical employees, professional employees, guards and supervisors as defined by the Act.",
"B & H Foto & Electronics Corp.",02-RM-277130,R,"New York",,05/14/2021,50,,"Region 02, New York, New York",NY,Open,,"Included:
All full time and part time warehouse workers, cleaner, general runners and shipping workers

Excluded:
All other employees, clericals, professional employees, guards, managers, supervsiors.

",
"AT&T Mobility Services LLC",10-UC-277136,R,Atlanta,,05/14/2021,9727,,"Region 10, Atlanta, Georgia",GA,Open,,"Included:  The Company recognizes the Union as the sole collective bargaining agent for the purpose of collective bargaining with respect to rates of pay, wages, hours of employment and other conditions of employment for those covered employees in CWA District 3 as defined February 10, 2018. The term covered employee and/or employees as used in this Agreement shall mean, those employees within the job titles set forth in Appendix A. 

Excluded:  Outside Premise Sale Representatives, including job titles within the AT&T Mobility Home Solutions Department, and additionally including but not limited to Integrated Solutions Consultants and Integrated Sales Support Specialists and all employees exempt by the National Labor Relations Act.",
"Kazi Foods of the Virgin Islands, Inc. d/b/a Kentucky Fried Chicken",12-RM-277090,R,"St Thomas",,05/13/2021,35,,"Region 12, Tampa, Florida",VI,Open,,"lncluded: Food & customer service team members employed only at Ft. Mylner & Subbase.

Excluded:
all managerial employees, office clerical employees, guards, & supervisors.",
"Secure Care Options LLC d/b/a 60 West",01-RC-277959,R,"Rocky Hill",,06/02/2021,20,,"Region 01, Boston, Massachusetts",CT,Open,,"Included: All fulltime, regular part time and per diem Licensed Practical Nurses.
Excluded: All other employees, all professional employees,  all guards and supervisors as defined in the Act.",
"DTE Electric Company",07-RC-277323,R,Breckenridge,,05/18/2021,24,,"Region 07, Detroit, Michigan",MI,Open,,"Included: All Wind Technicians (including Senior) and All Engineering Technicians (including Senior)

Excluded: Work Management Specialists, Supervisors, Guards and Managerial Employees",
"Aery Aviation",10-RC-277343,R,"Elizabeth City",,05/19/2021,28,,"Region 10, Atlanta, Georgia",NC,Open,,"Included:
Mechanics, Mechanic worker, Mechanic Helper
Excluded:
All others including managers, supervisors, office clerical, engineer, and guard",
"Industrial Sprinkler Corp.",12-RC-277678,R,Barceloneta,,05/25/2021,36,,"Region 12, Tampa, Florida",PR,Open,,"Included: All the full time and regular part time employees engged in the fabrication and installations of sprinkler systems employed by the employer at its facilities.

Excluded: All other employees, office clerical employees, professional employees, confidential employees, guards and supervisors as defined by the Act.
",
"Caliburn/CHS Trail House Branch",28-RC-277517,R,"El Paso",,05/20/2021,17,,"Region 28, Phoenix, Arizona",TX,Open,,"Included: All hourly full-time Teachers and Teacher Aids employees 

Excluded: All supervisors and leads as defined by the Act.",
"Desert Springs Hospital",28-RD-277972,R,"Las Vegas",,05/28/2021,66,,"Region 28, Phoenix, Arizona",NV,Open,,"INCLUDED: Techs, Biolab Techs, Cath Lab Techs, Respiratory Therapists, and Physical Therapy Assistants

EXCLUDED: All other employees, office, clerical, guards and supervisors as defined in the Act.",
"Gulf Coast Electric Cooperative Inc.",15-RC-277883,R,Wewahitchka,,06/01/2021,40,,"Region 15, New Orleans, Louisiana",FL,Open,,"Included: All Outside Full-time and Part-time Apprentices, Line Technicians, Foreman, Utility Technicians, Apparatus Specialist, Mechanic, ROW Operator & Warehouseman. Excluded: All Other Regular full-time and part-time Employees, Professional Employees, Office Clerical, Managerial Employees, Engineers, Guards and Supervisors as defined by the Act.",
"CBRE Technical Services",05-RC-277741,R,Washington,,05/26/2021,2,,"Region 05, Baltimore, Maryland",DC,Open,,"Included: All full-time and regular part-time employees employed by the employer working on the employers account for Fed-Ex retail establishments in the Washington, DC Metropolitan Area. Excluded: Office Clerical employees,  Professional employees, managers, guards and supervisors as defined by the Act.",
"Rocky Mountain Development Council Head Start",19-RD-277944,R,Helena,,06/01/2021,10,,"Region 19, Seattle, Washington",MT,Open,,"Included:  Teachers and Teacher Assistants.  

Excluded:  All other employees, guards and supervisors as defined by the Act.",
"New Immigrant Community Empowerment",29-RC-278068,R,"Jackson Heights",,06/03/2021,29,,"Region 29, Brooklyn, New York",NY,Open,,"Included:
All full-time and part-time employees of the Employer, including but not limited to Associates, Instructors,
Coordinators, Managers, Receptionists and Trainers


Excluded:
All supervisors, managers, confidential employees and guards under the Act",
"Sun Chemical Corporation",25-RC-277054,R,Kankakee,,05/13/2021,36,,"Region 25, Indianapolis, Indiana",IL,Open,,"Included:  The petitioner already represents All full time and regular part time production employees, maintenance employees, shipping employees, and receiving employees at the above location.  This petition seeks a self-determination election for the presently unrepresented full-time and regular part-time Lab employees.
Excluded:  All other employees, including all professional & managerial, office/clericals, guards, and supervisors as defined in the act.",
